Input Mass	Matched Mass	Delta	Name	Formula	Ion	LMSD Examples
165.04074	165.0324	.0083	FA 6:1;O	C6H10O3	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=FA 6:1;O
165.04074	165.0405	.0003	FA 4:0;O2	C4H8O4	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=FA 4:0;O2
643.56666	643.5671	.0004	WE 40:4	C40H72O2	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=WE 40:4
833.49933	833.4976	.0017	MGDG 38:8	C47H74O10	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=MGDG 38:8
239.06936	239.0692	.0002	FA 9:1;O3	C9H16O5	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=FA 9:1;O3
239.06936	239.0773	.0079	FA 6:0;O4	C6H12O6	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=FA 6:0;O4
832.49614	832.4901	.0060	PS 37:4	C43H76NO10P	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=PS 37:4
314.07908	314.0764	.0027	CoA 12:2	C33H54N7O17P3S	[M-3H]3-	/resources/tools/chemdb_ontology?abbrev=CoA 12:2
637.58835	637.5929	.0046	CE 17:0	C44H78O2	[M-H]-	/resources/tools/chemdb_ontology?abbrev=CE 17:0
315.07601	315.0794	.0033	FA 18:10;O	C18H16O3	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=FA 18:10;O
239.0595	239.0692	.0097	FA 9:1;O3	C9H16O5	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=FA 9:1;O3
239.0595	239.0561	.0034	FA 10:5;O2	C10H10O4	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=FA 10:5;O2
905.74333	905.7371	.0063	TG 53:3	C56H102O6	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=TG 53:3
806.62532	806.6281	.0027	PC O-35:0	C43H88NO7P	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=PC O-35:0
806.62532	806.6281	.0027	PE O-38:0	C43H88NO7P	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=PE O-38:0
806.62532	806.6281	.0027	PC O-34:0	C42H86NO7P	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=PC O-34:0
806.62532	806.6281	.0027	PE O-37:0	C42H86NO7P	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=PE O-37:0
239.05947	239.0692	.0097	FA 9:1;O3	C9H16O5	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=FA 9:1;O3
239.05947	239.0561	.0034	FA 10:5;O2	C10H10O4	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=FA 10:5;O2
361.1631	361.1657	.0026	ST 19:4;O4	C19H24O4	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=ST 19:4;O4
361.1631	361.1657	.0026	ST 18:4;O4	C18H22O4	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=ST 18:4;O4
361.1631	361.1645	.0014	PI 24:3;O2	C33H57O15P	[M-2H]2-	/resources/tools/chemdb_ontology?abbrev=PI 24:3;O2
239.06921	239.0692	.0000	FA 9:1;O3	C9H16O5	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=FA 9:1;O3
239.06921	239.0773	.0080	FA 6:0;O4	C6H12O6	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=FA 6:0;O4
94.99022	94.9905	.0003	FA 2:0	C2H4O2	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=FA 2:0
242.176	242.1671	.0089	FA 17:6;O	C17H22O	Neutral	/resources/tools/chemdb_ontology?abbrev=FA 17:6;O
186.11347	186.1156	.0021	ST 23:3;O4	C23H34O4	[M-2H]2-	/resources/tools/chemdb_ontology?abbrev=ST 23:3;O4
409.31087	409.3112	.0003	FA 28:7	C28H42O2	[M-H]-	/resources/tools/chemdb_ontology?abbrev=FA 28:7
409.31087	409.3090	.0019	MG O-19:0;O	C22H46O4	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=MG O-19:0;O
315.07596	315.0794	.0034	FA 18:10;O	C18H16O3	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=FA 18:10;O
609.55759	609.5616	.0040	CE 15:0	C42H74O2	[M-H]-	/resources/tools/chemdb_ontology?abbrev=CE 15:0
165.04073	165.0324	.0083	FA 6:1;O	C6H10O3	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=FA 6:1;O
165.04073	165.0405	.0003	FA 4:0;O2	C4H8O4	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=FA 4:0;O2
848.77023	848.7713	.0010	ACer 52:1;O2	C52H101NO4	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=ACer 52:1;O2
739.71749	739.7104	.0071	FA 48:0	C48H96O2	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=FA 48:0
805.62284	805.6328	.0100	PG O-39:0	C45H91O9P	[M-H]-	/resources/tools/chemdb_ontology?abbrev=PG O-39:0
805.62284	805.6328	.0100	PA O-41:0	C44H89O7P	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=PA O-41:0
805.62284	805.6328	.0100	PA O-40:0	C43H87O7P	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=PA O-40:0
805.62284	805.6197	.0032	PS O-38:0	C44H88NO9P	Neutral	/resources/tools/chemdb_ontology?abbrev=PS O-38:0
860.5272	860.5214	.0058	PS 39:4	C45H80NO10P	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=PS 39:4
637.58896	637.5929	.0040	CE 17:0	C44H78O2	[M-H]-	/resources/tools/chemdb_ontology?abbrev=CE 17:0
187.09748	187.0976	.0001	FA 9:1;O2	C9H16O4	[M-H]-	/resources/tools/chemdb_ontology?abbrev=FA 9:1;O2
187.09748	187.0976	.0001	SFE 9:1;O2	C9H16O4	[M-H]-	/resources/tools/chemdb_ontology?abbrev=SFE 9:1;O2
187.09748	187.0976	.0001	FA 8:1	C8H14O2	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=FA 8:1
187.09748	187.0976	.0001	SFE 8:1	C8H14O2	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=SFE 8:1
187.09748	187.0976	.0001	WE 8:1	C8H14O2	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=WE 8:1
187.09748	187.0976	.0001	FA 7:1	C7H12O2	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=FA 7:1
187.09748	187.0976	.0001	SFE 7:1	C7H12O2	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=SFE 7:1
187.09748	187.0948	.0027	PA 24:2;O2	C27H49O10P	[M-3H]3-	/resources/tools/chemdb_ontology?abbrev=PA 24:2;O2
239.05938	239.0692	.0098	FA 9:1;O3	C9H16O5	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=FA 9:1;O3
239.05938	239.0561	.0033	FA 10:5;O2	C10H10O4	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=FA 10:5;O2
165.04067	165.0324	.0083	FA 6:1;O	C6H10O3	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=FA 6:1;O
165.04067	165.0405	.0002	FA 4:0;O2	C4H8O4	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=FA 4:0;O2
315.07594	315.0794	.0034	FA 18:10;O	C18H16O3	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=FA 18:10;O
94.99018	94.9905	.0004	FA 2:0	C2H4O2	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=FA 2:0
186.11346	186.1156	.0021	ST 23:3;O4	C23H34O4	[M-2H]2-	/resources/tools/chemdb_ontology?abbrev=ST 23:3;O4
242.17601	242.1671	.0089	FA 17:6;O	C17H22O	Neutral	/resources/tools/chemdb_ontology?abbrev=FA 17:6;O
239.06924	239.0692	.0001	FA 9:1;O3	C9H16O5	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=FA 9:1;O3
239.06924	239.0773	.0080	FA 6:0;O4	C6H12O6	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=FA 6:0;O4
314.07898	314.0764	.0026	CoA 12:2	C33H54N7O17P3S	[M-3H]3-	/resources/tools/chemdb_ontology?abbrev=CoA 12:2
361.1631	361.1657	.0026	ST 19:4;O4	C19H24O4	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=ST 19:4;O4
361.1631	361.1657	.0026	ST 18:4;O4	C18H22O4	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=ST 18:4;O4
361.1631	361.1645	.0014	PI 24:3;O2	C33H57O15P	[M-2H]2-	/resources/tools/chemdb_ontology?abbrev=PI 24:3;O2
409.31086	409.3112	.0004	FA 28:7	C28H42O2	[M-H]-	/resources/tools/chemdb_ontology?abbrev=FA 28:7
409.31086	409.3090	.0018	MG O-19:0;O	C22H46O4	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=MG O-19:0;O
205.83959	205.8387	.0009	DG 36:2	C39H72O5	[M-3H]3-	/resources/tools/chemdb_ontology?abbrev=DG 36:2
377.27256	377.2697	.0028	FA 23:4;O2	C23H38O4	[M-H]-	/resources/tools/chemdb_ontology?abbrev=FA 23:4;O2
377.27256	377.2697	.0028	FOH 23:5;O3	C23H38O4	[M-H]-	/resources/tools/chemdb_ontology?abbrev=FOH 23:5;O3
377.27256	377.2697	.0028	MG 20:4	C23H38O4	[M-H]-	/resources/tools/chemdb_ontology?abbrev=MG 20:4
377.27256	377.2697	.0028	ST 23:1;O4	C23H38O4	[M-H]-	/resources/tools/chemdb_ontology?abbrev=ST 23:1;O4
377.27256	377.2697	.0028	FA 22:4	C22H36O2	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=FA 22:4
377.27256	377.2697	.0028	SFE 22:4	C22H36O2	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=SFE 22:4
377.27256	377.2697	.0028	FA 21:4	C21H34O2	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=FA 21:4
377.27256	377.2697	.0028	ST 21:1;O2	C21H34O2	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=ST 21:1;O2
377.27256	377.2762	.0036	PA 40:2	C43H81O8P	[M-2H]2-	/resources/tools/chemdb_ontology?abbrev=PA 40:2
637.5889	637.5929	.0040	CE 17:0	C44H78O2	[M-H]-	/resources/tools/chemdb_ontology?abbrev=CE 17:0
1003.7989	1003.7972	.0017	TG 60:8	C63H106O6	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=TG 60:8
1003.7989	1003.7972	.0017	TG 59:8	C62H104O6	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=TG 59:8
1003.7989	1003.7899	.0090	Hex2Cer 44:0;O2	C56H109NO13	Neutral	/resources/tools/chemdb_ontology?abbrev=Hex2Cer 44:0;O2
638.59248	638.5849	.0076	DG 37:0	C40H78O5	Neutral	/resources/tools/chemdb_ontology?abbrev=DG 37:0
638.59248	638.6002	.0077	CE 17:0	C44H78O2	Neutral	/resources/tools/chemdb_ontology?abbrev=CE 17:0
361.16313	361.1657	.0025	ST 19:4;O4	C19H24O4	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=ST 19:4;O4
361.16313	361.1657	.0025	ST 18:4;O4	C18H22O4	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=ST 18:4;O4
361.16313	361.1645	.0014	PI 24:3;O2	C33H57O15P	[M-2H]2-	/resources/tools/chemdb_ontology?abbrev=PI 24:3;O2
314.07896	314.0764	.0026	CoA 12:2	C33H54N7O17P3S	[M-3H]3-	/resources/tools/chemdb_ontology?abbrev=CoA 12:2
165.04066	165.0324	.0083	FA 6:1;O	C6H10O3	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=FA 6:1;O
165.04066	165.0405	.0002	FA 4:0;O2	C4H8O4	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=FA 4:0;O2
315.07596	315.0794	.0034	FA 18:10;O	C18H16O3	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=FA 18:10;O
239.0594	239.0692	.0098	FA 9:1;O3	C9H16O5	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=FA 9:1;O3
239.0594	239.0561	.0033	FA 10:5;O2	C10H10O4	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=FA 10:5;O2
94.99021	94.9905	.0003	FA 2:0	C2H4O2	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=FA 2:0
242.17599	242.1671	.0089	FA 17:6;O	C17H22O	Neutral	/resources/tools/chemdb_ontology?abbrev=FA 17:6;O
239.06935	239.0692	.0002	FA 9:1;O3	C9H16O5	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=FA 9:1;O3
239.06935	239.0773	.0079	FA 6:0;O4	C6H12O6	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=FA 6:0;O4
186.11345	186.1156	.0021	ST 23:3;O4	C23H34O4	[M-2H]2-	/resources/tools/chemdb_ontology?abbrev=ST 23:3;O4
187.09747	187.0976	.0001	FA 9:1;O2	C9H16O4	[M-H]-	/resources/tools/chemdb_ontology?abbrev=FA 9:1;O2
187.09747	187.0976	.0001	SFE 9:1;O2	C9H16O4	[M-H]-	/resources/tools/chemdb_ontology?abbrev=SFE 9:1;O2
187.09747	187.0976	.0001	FA 8:1	C8H14O2	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=FA 8:1
187.09747	187.0976	.0001	SFE 8:1	C8H14O2	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=SFE 8:1
187.09747	187.0976	.0001	WE 8:1	C8H14O2	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=WE 8:1
187.09747	187.0976	.0001	FA 7:1	C7H12O2	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=FA 7:1
187.09747	187.0976	.0001	SFE 7:1	C7H12O2	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=SFE 7:1
187.09747	187.0948	.0026	PA 24:2;O2	C27H49O10P	[M-3H]3-	/resources/tools/chemdb_ontology?abbrev=PA 24:2;O2
205.8396	205.8387	.0009	DG 36:2	C39H72O5	[M-3H]3-	/resources/tools/chemdb_ontology?abbrev=DG 36:2
609.55717	609.5616	.0044	CE 15:0	C42H74O2	[M-H]-	/resources/tools/chemdb_ontology?abbrev=CE 15:0
1031.83	1031.8285	.0015	TG 62:8	C65H110O6	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=TG 62:8
1031.83	1031.8285	.0015	TG 61:8	C64H108O6	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=TG 61:8
638.59195	638.5849	.0070	DG 37:0	C40H78O5	Neutral	/resources/tools/chemdb_ontology?abbrev=DG 37:0
638.59195	638.6002	.0082	CE 17:0	C44H78O2	Neutral	/resources/tools/chemdb_ontology?abbrev=CE 17:0
377.27263	377.2697	.0029	FA 23:4;O2	C23H38O4	[M-H]-	/resources/tools/chemdb_ontology?abbrev=FA 23:4;O2
377.27263	377.2697	.0029	FOH 23:5;O3	C23H38O4	[M-H]-	/resources/tools/chemdb_ontology?abbrev=FOH 23:5;O3
377.27263	377.2697	.0029	MG 20:4	C23H38O4	[M-H]-	/resources/tools/chemdb_ontology?abbrev=MG 20:4
377.27263	377.2697	.0029	ST 23:1;O4	C23H38O4	[M-H]-	/resources/tools/chemdb_ontology?abbrev=ST 23:1;O4
377.27263	377.2697	.0029	FA 22:4	C22H36O2	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=FA 22:4
377.27263	377.2697	.0029	SFE 22:4	C22H36O2	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=SFE 22:4
377.27263	377.2697	.0029	FA 21:4	C21H34O2	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=FA 21:4
377.27263	377.2697	.0029	ST 21:1;O2	C21H34O2	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=ST 21:1;O2
377.27263	377.2762	.0036	PA 40:2	C43H81O8P	[M-2H]2-	/resources/tools/chemdb_ontology?abbrev=PA 40:2
637.58882	637.5929	.0041	CE 17:0	C44H78O2	[M-H]-	/resources/tools/chemdb_ontology?abbrev=CE 17:0
919.70866	919.7033	.0054	TG 54:8	C57H94O6	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=TG 54:8
919.70866	919.7033	.0054	TG 53:8	C56H92O6	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=TG 53:8
361.16319	361.1657	.0025	ST 19:4;O4	C19H24O4	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=ST 19:4;O4
361.16319	361.1657	.0025	ST 18:4;O4	C18H22O4	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=ST 18:4;O4
361.16319	361.1645	.0013	PI 24:3;O2	C33H57O15P	[M-2H]2-	/resources/tools/chemdb_ontology?abbrev=PI 24:3;O2
409.31084	409.3112	.0004	FA 28:7	C28H42O2	[M-H]-	/resources/tools/chemdb_ontology?abbrev=FA 28:7
409.31084	409.3090	.0018	MG O-19:0;O	C22H46O4	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=MG O-19:0;O
314.07887	314.0764	.0025	CoA 12:2	C33H54N7O17P3S	[M-3H]3-	/resources/tools/chemdb_ontology?abbrev=CoA 12:2
638.5919	638.5849	.0070	DG 37:0	C40H78O5	Neutral	/resources/tools/chemdb_ontology?abbrev=DG 37:0
638.5919	638.6002	.0083	CE 17:0	C44H78O2	Neutral	/resources/tools/chemdb_ontology?abbrev=CE 17:0
610.56086	610.5536	.0072	DG 35:0	C38H74O5	Neutral	/resources/tools/chemdb_ontology?abbrev=DG 35:0
610.56086	610.5689	.0080	CE 15:0	C42H74O2	Neutral	/resources/tools/chemdb_ontology?abbrev=CE 15:0
637.58868	637.5929	.0042	CE 17:0	C44H78O2	[M-H]-	/resources/tools/chemdb_ontology?abbrev=CE 17:0
205.83962	205.8387	.0009	DG 36:2	C39H72O5	[M-3H]3-	/resources/tools/chemdb_ontology?abbrev=DG 36:2
661.68601	661.6868	.0008	FA 45:0	C45H90O2	[M-H]-	/resources/tools/chemdb_ontology?abbrev=FA 45:0
818.57699	818.5705	.0065	PE 42:6	C47H82NO8P	[M-H]-	/resources/tools/chemdb_ontology?abbrev=PE 42:6
818.57699	818.5836	.0066	PC O-37:3	C45H86NO7P	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=PC O-37:3
818.57699	818.5836	.0066	PE O-40:3	C45H86NO7P	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=PE O-40:3
818.57699	818.5788	.0018	DGCC 36:5	C46H79NO8	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=DGCC 36:5
818.57699	818.5705	.0065	PC 40:6	C48H84NO8P	[M-CH3]-	/resources/tools/chemdb_ontology?abbrev=PC 40:6
818.57699	818.5755	.0014	FA 44:3;O11	C44H82O13	Neutral	/resources/tools/chemdb_ontology?abbrev=FA 44:3;O11
676.7052	676.7097	.0045	FA 46:0	C46H92O2	Neutral	/resources/tools/chemdb_ontology?abbrev=FA 46:0
675.70187	675.7025	.0006	FA 46:0	C46H92O2	[M-H]-	/resources/tools/chemdb_ontology?abbrev=FA 46:0
988.79217	988.7951	.0029	PC 46:0	C54H108NO8P	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=PC 46:0
353.20016	353.1970	.0032	FA 19:4;O4	C19H30O6	[M-H]-	/resources/tools/chemdb_ontology?abbrev=FA 19:4;O4
353.20016	353.1970	.0032	FA 18:4;O2	C18H28O4	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=FA 18:4;O2
834.59099	834.5948	.0038	Hex2Cer 32:0;O2	C44H85NO13	[M-H]-	/resources/tools/chemdb_ontology?abbrev=Hex2Cer 32:0;O2
834.59099	834.5866	.0044	PS O-37:1	C43H84NO9P	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=PS O-37:1
834.59099	834.5866	.0044	PS O-36:1	C42H82NO9P	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=PS O-36:1
832.59285	832.5862	.0067	PE 43:6	C48H84NO8P	[M-H]-	/resources/tools/chemdb_ontology?abbrev=PE 43:6
832.59285	832.5992	.0064	PC O-38:3	C46H88NO7P	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=PC O-38:3
832.59285	832.5944	.0016	DGCC 36:5	C46H79NO8	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=DGCC 36:5
832.59285	832.5862	.0067	PC 41:6	C49H86NO8P	[M-CH3]-	/resources/tools/chemdb_ontology?abbrev=PC 41:6
856.63709	856.6437	.0066	PS O-42:2	C48H92NO9P	[M-H]-	/resources/tools/chemdb_ontology?abbrev=PS O-42:2
856.63709	856.6437	.0066	PE O-42:3	C47H90NO7P	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=PE O-42:3
856.63709	856.6437	.0066	PC O-38:3	C46H88NO7P	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=PC O-38:3
846.60843	846.6018	.0066	PE 44:6	C49H86NO8P	[M-H]-	/resources/tools/chemdb_ontology?abbrev=PE 44:6
846.60843	846.6149	.0065	PE O-42:3	C47H90NO7P	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=PE O-42:3
846.60843	846.6018	.0066	PC 42:6	C50H88NO8P	[M-CH3]-	/resources/tools/chemdb_ontology?abbrev=PC 42:6
848.60683	848.6022	.0046	PS O-38:1	C44H86NO9P	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=PS O-38:1
848.60683	848.6022	.0046	PS O-37:1	C43H84NO9P	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=PS O-37:1
265.14773	265.1576	.0099	FA 13:0;O	C13H26O3	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=FA 13:0;O
265.14773	265.1445	.0032	FA 14:4	C14H20O2	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=FA 14:4
265.14773	265.1445	.0032	FA 13:4	C13H18O2	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=FA 13:4
265.14773	265.1445	.0032	SFE 13:4	C13H18O2	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=SFE 13:4
265.14773	265.1462	.0015	ST 27:0;O5;S	C27H48O8S	[M-2H]2-	/resources/tools/chemdb_ontology?abbrev=ST 27:0;O5;S
265.14773	265.1445	.0032	ST 30:5;O8	C30H44O8	[M-2H]2-	/resources/tools/chemdb_ontology?abbrev=ST 30:5;O8
703.73322	703.7338	.0005	FA 48:0	C48H96O2	[M-H]-	/resources/tools/chemdb_ontology?abbrev=FA 48:0
704.73646	704.7410	.0046	FA 48:0	C48H96O2	Neutral	/resources/tools/chemdb_ontology?abbrev=FA 48:0
860.62399	860.6305	.0066	PC O-40:3	C48H92NO7P	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=PC O-40:3
860.62399	860.6175	.0065	PC 43:6	C51H90NO8P	[M-CH3]-	/resources/tools/chemdb_ontology?abbrev=PC 43:6
573.49614	573.4888	.0073	FAHFA 37:3;O	C37H66O4	[M-H]-	/resources/tools/chemdb_ontology?abbrev=FAHFA 37:3;O
573.49614	573.4888	.0073	FA 36:4	C36H64O2	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=FA 36:4
573.49614	573.4888	.0073	WE 36:4	C36H64O2	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=WE 36:4
583.53233	583.5226	.0097	WE 37:1	C37H72O2	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=WE 37:1
583.53233	583.5307	.0016	FA 34:0;O	C34H68O3	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=FA 34:0;O
601.52714	601.5332	.0061	FA 37:0;O	C37H74O3	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=FA 37:0;O
601.52714	601.5201	.0070	FA 38:4	C38H68O2	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=FA 38:4
609.55737	609.5616	.0042	CE 15:0	C42H74O2	[M-H]-	/resources/tools/chemdb_ontology?abbrev=CE 15:0
637.5886	637.5929	.0043	CE 17:0	C44H78O2	[M-H]-	/resources/tools/chemdb_ontology?abbrev=CE 17:0
205.83951	205.8387	.0008	DG 36:2	C39H72O5	[M-3H]3-	/resources/tools/chemdb_ontology?abbrev=DG 36:2
582.52955	582.5223	.0072	DG 33:0	C36H70O5	Neutral	/resources/tools/chemdb_ontology?abbrev=DG 33:0
609.55731	609.5616	.0043	CE 15:0	C42H74O2	[M-H]-	/resources/tools/chemdb_ontology?abbrev=CE 15:0
610.56065	610.5536	.0070	DG 35:0	C38H74O5	Neutral	/resources/tools/chemdb_ontology?abbrev=DG 35:0
610.56065	610.5689	.0082	CE 15:0	C42H74O2	Neutral	/resources/tools/chemdb_ontology?abbrev=CE 15:0
609.55753	609.5616	.0041	CE 15:0	C42H74O2	[M-H]-	/resources/tools/chemdb_ontology?abbrev=CE 15:0
637.58862	637.5929	.0043	CE 17:0	C44H78O2	[M-H]-	/resources/tools/chemdb_ontology?abbrev=CE 17:0
215.8684	215.8665	.0019	WD 42:0	C42H82O4	[M-3H]3-	/resources/tools/chemdb_ontology?abbrev=WD 42:0
699.42925	699.4243	.0050	PG 31:4	C37H65O10P	[M-H]-	/resources/tools/chemdb_ontology?abbrev=PG 31:4
699.42925	699.4373	.0081	PG O-29:1	C35H69O9P	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=PG O-29:1
699.42925	699.4243	.0050	PA 33:4	C36H63O8P	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=PA 33:4
699.42925	699.4243	.0050	PA 32:4	C35H61O8P	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=PA 32:4
752.55967	752.5600	.0003	PE O-38:4	C43H80NO7P	[M-H]-	/resources/tools/chemdb_ontology?abbrev=PE O-38:4
752.55967	752.5682	.0085	HexCer 37:3;O3	C43H79NO9	[M-H]-	/resources/tools/chemdb_ontology?abbrev=HexCer 37:3;O3
752.55967	752.5600	.0003	PC O-36:4	C44H82NO7P	[M-CH3]-	/resources/tools/chemdb_ontology?abbrev=PC O-36:4
710.4612	710.4533	.0079	PC 28:1	C36H70NO8P	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=PC 28:1
710.4612	710.4533	.0079	PE 31:1	C36H70NO8P	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=PE 31:1
710.4612	710.4614	.0002	LPS O-28:1;O	C34H68NO9P	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=LPS O-28:1;O
710.4612	710.4614	.0002	PS O-28:0	C34H68NO9P	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=PS O-28:0
710.4612	710.4614	.0002	LPS O-27:1;O	C33H66NO9P	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=LPS O-27:1;O
730.56601	730.5756	.0096	PE O-36:1	C41H82NO7P	[M-H]-	/resources/tools/chemdb_ontology?abbrev=PE O-36:1
730.56601	730.5756	.0096	PC O-34:1	C42H84NO7P	[M-CH3]-	/resources/tools/chemdb_ontology?abbrev=PC O-34:1
730.56601	730.5625	.0035	CerPE 38:2;O3	C40H79N2O7P	Neutral	/resources/tools/chemdb_ontology?abbrev=CerPE 38:2;O3
820.54682	820.5498	.0030	PS O-40:6	C46H80NO9P	[M-H]-	/resources/tools/chemdb_ontology?abbrev=PS O-40:6
820.54682	820.5498	.0030	PE O-40:7	C45H78NO7P	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=PE O-40:7
820.54682	820.5466	.0003	PI O-34:2	C43H81O12P	Neutral	/resources/tools/chemdb_ontology?abbrev=PI O-34:2
729.56301	729.5552	.0078	CerPE 38:2;O3	C40H79N2O7P	[M-H]-	/resources/tools/chemdb_ontology?abbrev=CerPE 38:2;O3
